customer_id,customer_key,firstname,lastname,gender,marital_status,birth_date,country,create_date
11073,AW00011073,AMY,YE,FEMALE,S,2/11/1962,AUSTRALIA,10/7/2025
11074,AW00011074,LEVI,ARUN,MALE,S,2/25/1962,AUSTRALIA,10/7/2025
11075,AW00011075,FELICIA,JIMENEZ,FEMALE,S,5/16/1963,AUSTRALIA,10/7/2025
11076,AW00011076,BLAKE,ANDERSON,MALE,S,1/10/1963,AUSTRALIA,10/7/2025
11077,AW00011077,LEAH,YE,FEMALE,S,3/19/1963,AUSTRALIA,10/7/2025
11078,AW00011078,GINA,MARTIN,FEMALE,S,1/6/1985,CANADA,10/7/2025
11079,AW00011079,DONALD,GONZALEZ,MALE,S,3/7/1970,AUSTRALIA,10/7/2025
11080,AW00011080,DAMIEN,CHANDER,MALE,M,1/13/1965,AUSTRALIA,10/7/2025
11081,AW00011081,SAVANNAH,BAKER,FEMALE,M,1/21/1972,US,10/7/2025
11082,AW00011082,ANGELA,BUTLER,FEMALE,S,2/1/1972,US,10/7/2025
11083,AW00011083,ALYSSA,COX,FEMALE,M,3/11/1977,US,10/7/2025
11084,AW00011084,LUCAS,PHILLIPS,MALE,S,3/12/1963,US,10/7/2025
11085,AW00011085,EMILY,JOHNSON,FEMALE,S,1/16/1963,US,10/7/2025
11086,AW00011086,RYAN,BROWN,MALE,M,6/22/1963,US,10/7/2025
11087,AW00011087,TAMARA,LIANG,FEMALE,M,4/2/1963,US,10/7/2025
11088,AW00011088,HUNTER,DAVIS,MALE,M,5/25/1963,US,10/7/2025
11089,AW00011089,ABIGAIL,PRICE,FEMALE,S,8/5/1962,US,10/7/2025
11090,AW00011090,TREVOR,BRYANT,MALE,S,12/13/1968,US,10/7/2025
11091,AW00011091,DALTON,PEREZ,MALE,M,10/2/1962,CANADA,10/7/2025
11092,AW00011092,CHERYL,DIAZ,FEMALE,M,11/2/1972,AUSTRALIA,10/7/2025
11093,AW00011093,AIMEE,HE,FEMALE,M,9/6/1978,AUSTRALIA,10/7/2025
11094,AW00011094,CEDRIC,MA,MALE,S,9/29/1967,AUSTRALIA,10/7/2025
11095,AW00011095,CHAD,KUMAR,MALE,S,2/29/1968,AUSTRALIA,10/7/2025
11096,AW00011096,ANDRÉS,ANAND,MALE,M,2/7/1968,AUSTRALIA,10/7/2025
11097,AW00011097,EDWIN,NARA,MALE,M,10/23/1972,AUSTRALIA,10/7/2025
11098,AW00011098,MALLORY,RUBIO,FEMALE,S,10/29/1966,AUSTRALIA,10/7/2025
11099,AW00011099,ADAM,ROSS,MALE,M,9/5/1966,AUSTRALIA,10/7/2025
11100,AW00011100,LATASHA,NAVARRO,FEMALE,S,3/15/1966,AUSTRALIA,10/7/2025
11101,AW00011101,ABBY,SAI,FEMALE,S,11/5/1970,AUSTRALIA,10/7/2025
11102,AW00011102,JULIA,NELSON,FEMALE,S,10/19/1970,AUSTRALIA,10/7/2025
11103,AW00011103,CASSIE,CHANDE,FEMALE,S,4/12/1981,AUSTRALIA,10/7/2025
11104,AW00011104,EDGAR,SARA,MALE,M,3/8/1975,AUSTRALIA,10/7/2025
11105,AW00011105,CANDACE,FERNANDEZ,FEMALE,S,6/27/1970,AUSTRALIA,10/7/2025
11106,AW00011106,JESSIE,LIU,MALE,S,3/11/1970,AUSTRALIA,10/7/2025
11107,AW00011107,BIANCA,LIN,FEMALE,M,3/4/1976,AUSTRALIA,10/7/2025
11108,AW00011108,KARI,ALVAREZ,FEMALE,S,1/10/1969,AUSTRALIA,10/7/2025
11109,AW00011109,RUBEN,KAPOOR,MALE,S,4/30/1980,AUSTRALIA,10/7/2025
11110,AW00011110,CURTIS,YANG,MALE,M,12/4/1967,AUSTRALIA,10/7/2025
11111,AW00011111,MEREDITH,GUTIERREZ,FEMALE,M,8/23/1967,AUSTRALIA,10/7/2025
11112,AW00011112,CRYSTAL,WANG,FEMALE,M,3/8/1968,AUSTRALIA,10/7/2025
11113,AW00011113,MICHEAL,BLANCO,MALE,M,2/17/1973,AUSTRALIA,10/7/2025
11114,AW00011114,LESLIE,MORENO,FEMALE,S,11/25/1967,AUSTRALIA,10/7/2025
11115,AW00011115,ALVIN,CAI,MALE,M,8/12/1967,AUSTRALIA,10/7/2025
11116,AW00011116,CLINTON,CARLSON,MALE,M,4/2/1979,AUSTRALIA,10/7/2025
11117,AW00011117,APRIL,DENG,FEMALE,M,8/21/1966,AUSTRALIA,10/7/2025
11118,AW00011118,ALVIN,ZENG,MALE,S,12/31/1962,AUSTRALIA,10/7/2025
11119,AW00011119,EVAN,JAMES,MALE,S,10/7/1940,AUSTRALIA,10/7/2025
11120,AW00011120,BETH,JIMÉNEZ,FEMALE,S,2/6/1942,AUSTRALIA,10/7/2025
11121,AW00011121,ORLANDO,SUAREZ,MALE,M,5/18/1966,AUSTRALIA,10/7/2025
11122,AW00011122,BYRON,VAZQUEZ,MALE,M,9/30/1965,AUSTRALIA,10/7/2025
11123,AW00011123,PHILIP,ALVAREZ,MALE,M,12/18/1965,AUSTRALIA,10/7/2025
11124,AW00011124,ROSS,JORDAN,MALE,S,7/23/1968,AUSTRALIA,10/7/2025
11125,AW00011125,DANA,NAVARRO,FEMALE,S,10/6/1961,AUSTRALIA,10/7/2025
11126,AW00011126,SHAUN,CARSON,MALE,M,10/5/1954,AUSTRALIA,10/7/2025
11127,AW00011127,JAN,EDWARDS,FEMALE,M,4/19/1981,US,10/7/2025
11128,AW00011128,SAMANTHA,LONG,FEMALE,M,6/3/1981,US,10/7/2025
11129,AW00011129,JULIA,WRIGHT,FEMALE,S,2/1/1981,US,10/7/2025
11130,AW00011130,CAROLINE,RUSSELL,FEMALE,M,7/5/1985,US,10/7/2025
11131,AW00011131,AMANDA,RIVERA,FEMALE,M,9/9/1985,CANADA,10/7/2025
11132,AW00011132,MELISSA,RICHARDSON,FEMALE,S,4/25/1986,CANADA,10/7/2025
11133,AW00011133,ANGELA,GRIFFIN,FEMALE,S,3/8/1986,US,10/7/2025
11134,AW00011134,LARRY,TOWNSEND,MALE,S,2/22/1957,AUSTRALIA,10/7/2025
11135,AW00011135,MARCUS,HARRIS,MALE,S,5/2/1985,US,10/7/2025
11136,AW00011136,BRIANNA,MORGAN,FEMALE,S,4/24/1984,CANADA,10/7/2025
11137,AW00011137,JASMINE,TAYLOR,FEMALE,M,1/17/1984,US,10/7/2025
11138,AW00011138,LAUREN,DAVIS,FEMALE,M,3/14/1984,US,10/7/2025
11139,AW00011139,TANYA,MORENO,FEMALE,S,11/5/1949,AUSTRALIA,10/7/2025
11140,AW00011140,JAVIER,ALVAREZ,MALE,S,8/11/1982,US,10/7/2025
11141,AW00011141,NICOLE,RAMIREZ,FEMALE,M,12/19/1982,US,10/7/2025
11142,AW00011142,EDUARDO,PATTERSON,MALE,S,2/11/1983,CANADA,10/7/2025
11143,AW00011143,JONATHAN,HENDERSON,MALE,M,8/4/1982,US,10/7/2025
11144,AW00011144,EDWARD,HERNANDEZ,MALE,S,3/8/1985,US,10/7/2025
11145,AW00011145,JASMINE,COLEMAN,FEMALE,S,6/6/1985,US,10/7/2025
11146,AW00011146,KARLA,GOEL,FEMALE,S,2/22/1945,AUSTRALIA,10/7/2025
11147,AW00011147,ERNEST,WU,MALE,M,8/4/1944,AUSTRALIA,10/7/2025
11148,AW00011148,ROSS,VAZQUEZ,MALE,M,2/13/1947,AUSTRALIA,10/7/2025
11149,AW00011149,THEODORE,GILL,MALE,M,10/18/1946,AUSTRALIA,10/7/2025
11150,AW00011150,RUSSELL,SHEN,MALE,S,9/12/1946,AUSTRALIA,10/7/2025
11151,AW00011151,MELINDA,GILL,FEMALE,S,8/25/1947,AUSTRALIA,10/7/2025
11152,AW00011152,JAMES,WILLIAMS,MALE,S,7/9/1981,US,10/7/2025
11153,AW00011153,ANGELA,JAMES,FEMALE,M,12/21/1981,US,10/7/2025
11154,AW00011154,MEGAN,WALKER,FEMALE,S,2/18/1982,US,10/7/2025
11155,AW00011155,HUNTER,ROBINSON,MALE,S,7/25/1981,US,10/7/2025
11156,AW00011156,MARIA,ROBERTS,FEMALE,S,8/6/1981,US,10/7/2025
11157,AW00011157,HANNAH,LONG,FEMALE,M,12/8/1980,US,10/7/2025
11158,AW00011158,JASON,WRIGHT,MALE,S,4/6/1981,US,10/7/2025
11159,AW00011159,BRIANNA,HUGHES,FEMALE,S,3/16/1981,US,10/7/2025
11160,AW00011160,MAURICE,TANG,MALE,S,7/8/1979,US,10/7/2025
11161,AW00011161,EMILY,WOOD,FEMALE,S,10/20/1979,US,10/7/2025
11162,AW00011162,CHASE,COX,MALE,S,9/2/1979,US,10/7/2025
11163,AW00011163,GABRIEL,WANG,MALE,M,6/18/1980,US,10/7/2025
11164,AW00011164,DEVIN,BROOKS,MALE,S,11/2/1979,US,10/7/2025
11165,AW00011165,JOCELYN,ALEXANDER,FEMALE,M,1/15/1979,US,10/7/2025
11166,AW00011166,ASHLEY,MARTINEZ,FEMALE,S,10/22/1977,US,10/7/2025
11167,AW00011167,JASMINE,BARNES,FEMALE,S,1/29/1978,US,10/7/2025
11168,AW00011168,DAVID,RODRIGUEZ,MALE,S,11/12/1973,US,10/7/2025
11169,AW00011169,BRYCE,RICHARDSON,MALE,M,12/20/1973,US,10/7/2025
11170,AW00011170,CAROL,HOWARD,FEMALE,M,8/4/1973,US,10/7/2025
11171,AW00011171,JONATHAN,HILL,MALE,S,10/5/1978,US,10/7/2025
11172,AW00011172,GABRIELLE,ADAMS,FEMALE,M,5/20/1973,US,10/7/2025
11173,AW00011173,SARAH,THOMAS,FEMALE,S,2/28/1973,US,10/7/2025
11174,AW00011174,NICHOLAS,ROBINSON,MALE,M,1/9/1973,US,10/7/2025
11175,AW00011175,LUIS,WANG,MALE,S,9/1/1968,US,10/7/2025
11176,AW00011176,MASON,ROBERTS,MALE,M,1/21/1979,CANADA,10/7/2025
11177,AW00011177,JOSE,FLORES,MALE,M,1/1/1948,US,10/7/2025
11178,AW00011178,NATHAN,JOHNSON,MALE,M,8/20/1954,US,10/7/2025
11179,AW00011179,MOLLY,RODRIGUEZ,FEMALE,M,12/8/1959,US,10/7/2025
11180,AW00011180,APRIL,ANAND,FEMALE,M,7/1/1948,US,10/7/2025
11181,AW00011181,DEVIN,MARTIN,MALE,M,2/1/1960,US,10/7/2025
11182,AW00011182,STEPHANIE,TORRES,FEMALE,S,2/22/1950,US,10/7/2025
11183,AW00011183,JASMINE,LEE,FEMALE,S,1/12/1950,US,10/7/2025
11184,AW00011184,MEGHAN,HERNANDEZ,FEMALE,S,11/13/1955,US,10/7/2025
11185,AW00011185,ASHLEY,HENDERSON,FEMALE,S,4/7/1950,CANADA,10/7/2025
11186,AW00011186,SARAH,PRICE,FEMALE,S,11/18/1949,US,10/7/2025
11187,AW00011187,JENNIFER,COOPER,FEMALE,M,8/21/1949,US,10/7/2025
11188,AW00011188,CATHERINE,MORRIS,FEMALE,M,3/6/1950,US,10/7/2025
11189,AW00011189,LAWRENCE,BLANCO,MALE,S,1/12/1950,US,10/7/2025
11190,AW00011190,CARSON,BRYANT,MALE,M,12/20/1949,US,10/7/2025
11191,AW00011191,KRISTI,PEREZ,FEMALE,S,6/17/1951,US,10/7/2025
11192,AW00011192,JAMES,BROWN,MALE,M,3/13/1951,US,10/7/2025
11193,AW00011193,IAN,GRAY,MALE,M,8/13/1950,US,10/7/2025
11194,AW00011194,JACQUELINE,PRICE,FEMALE,M,12/8/1950,US,10/7/2025
11195,AW00011195,MEGAN,HENDERSON,FEMALE,M,8/10/1951,US,10/7/2025
11196,AW00011196,ALFREDO,ROMERO,MALE,M,12/5/1951,US,10/7/2025
11197,AW00011197,ANDREA,MORRIS,FEMALE,M,12/16/1951,US,10/8/2025
11198,AW00011198,BROOKE,SANDERS,FEMALE,S,5/25/1952,US,10/8/2025
11199,AW00011199,JACQUELINE,BENNETT,FEMALE,M,11/2/1957,US,10/8/2025
11200,AW00011200,JASON,GRIFFIN,MALE,M,5/21/1953,CANADA,10/8/2025
11201,AW00011201,AMANDA,FOSTER,FEMALE,M,2/14/1953,US,10/8/2025
11202,AW00011202,ALEXIA,PRICE,FEMALE,M,8/22/1958,US,10/8/2025
11203,AW00011203,LUIS,DIAZ,MALE,M,8/18/1959,CANADA,10/8/2025
11204,AW00011204,DESTINY,RIVERA,FEMALE,M,11/29/1953,US,10/8/2025
11205,AW00011205,ABBY,FERNANDEZ,FEMALE,M,1/21/1954,US,10/8/2025
11206,AW00011206,BLAKE,FLORES,MALE,M,3/24/1954,US,10/8/2025
11207,AW00011207,DANIELLE,COX,FEMALE,S,1/16/1954,US,10/8/2025
11208,AW00011208,MARIA,REED,FEMALE,M,8/3/1953,US,10/8/2025
11209,AW00011209,ALLISON,EVANS,FEMALE,M,7/12/1953,US,10/8/2025
11210,AW00011210,EDWARD,WOOD,MALE,M,12/6/1953,US,10/8/2025
11211,AW00011211,SAMANTHA,RUSSELL,FEMALE,M,10/8/1960,CANADA,10/8/2025
11212,AW00011212,CHLOE,CAMPBELL,FEMALE,M,5/5/1955,CANADA,10/8/2025
11213,AW00011213,STEPHANIE,MURPHY,FEMALE,S,11/11/1954,US,10/8/2025
11214,AW00011214,CHARLES,MILLER,MALE,S,5/7/1955,US,10/8/2025
11215,AW00011215,ANA,PERRY,FEMALE,M,6/17/1961,CANADA,10/8/2025
11216,AW00011216,JASMINE,TORRES,FEMALE,S,11/17/1955,US,10/8/2025
11217,AW00011217,NATALIE,ADAMS,FEMALE,S,8/11/1955,US,10/8/2025
11218,AW00011218,OLIVIA,BROWN,FEMALE,S,9/7/1961,US,10/8/2025
11219,AW00011219,CHARLES,COOK,MALE,M,5/31/1956,US,10/8/2025
11220,AW00011220,ERICA,HUANG,FEMALE,M,2/19/1961,US,10/8/2025
11221,AW00011221,NATHAN,PERRY,MALE,M,12/8/1955,US,10/8/2025
11222,AW00011222,ALEXANDRA,RIVERA,FEMALE,M,2/14/1956,US,10/8/2025
11223,AW00011223,HAILEY,PATTERSON,FEMALE,S,3/15/1957,CANADA,10/8/2025
11224,AW00011224,TIFFANY,LI,FEMALE,S,3/5/1957,US,10/8/2025
11225,AW00011225,MADISON,LEE,FEMALE,M,2/12/1962,US,10/8/2025
11226,AW00011226,SYDNEY,ROSS,FEMALE,M,9/23/1962,US,10/8/2025
11227,AW00011227,MARSHALL,CHAVEZ,MALE,S,8/8/1962,US,10/8/2025
11228,AW00011228,ASHLEY,JONES,FEMALE,M,10/16/1956,US,10/8/2025
11229,AW00011229,ADRIAN,STEWART,MALE,S,6/1/1957,US,10/8/2025
11230,AW00011230,AMBER,TURNER,FEMALE,M,9/30/1956,US,10/8/2025
11231,AW00011231,DENNIS,ZHANG,MALE,M,11/11/1963,US,10/8/2025
11232,AW00011232,HAILEY,BRYANT,FEMALE,M,3/27/1958,US,10/8/2025
11233,AW00011233,TODD,LI,MALE,M,9/6/1963,US,10/8/2025
11234,AW00011234,ANNA,GRIFFIN,FEMALE,S,5/19/1958,US,10/8/2025
11235,AW00011235,ANGEL,STEWART,MALE,M,8/7/1957,US,10/8/2025
11236,AW00011236,JEREMY,BUTLER,MALE,S,9/2/1957,US,10/8/2025
11237,AW00011237,CLARENCE,ANAND,MALE,S,3/22/1964,DE,10/8/2025
11238,AW00011238,MAYRA,PRASAD,FEMALE,S,2/7/1964,UNITED KINGDOM,10/8/2025
11239,AW00011239,LATOYA,GOEL,FEMALE,M,10/2/1969,UNITED KINGDOM,10/8/2025
11240,AW00011240,ANNE,HERNANDEZ,FEMALE,M,6/9/1964,UNITED KINGDOM,10/8/2025
11241,AW00011241,LISA,CAI,FEMALE,S,4/6/1974,FRANCE,10/8/2025
11242,AW00011242,LARRY,MUNOZ,MALE,M,5/11/1963,FRANCE,10/8/2025
11243,AW00011243,ROBIN,ALVAREZ,FEMALE,M,4/8/1963,UNITED KINGDOM,10/8/2025
11244,AW00011244,ALEXIS,COLEMAN,FEMALE,S,11/22/1968,UNITED KINGDOM,10/8/2025
11245,AW00011245,RICKY,VAZQUEZ,MALE,M,4/26/1962,DE,10/8/2025
11246,AW00011246,LATASHA,RUBIO,FEMALE,M,4/8/1962,DE,10/8/2025
11247,AW00011247,CLAUDIA,ZHOU,FEMALE,S,12/4/1961,UNITED KINGDOM,10/8/2025
11248,AW00011248,TRISTAN,ALEXANDER,MALE,M,3/22/1966,FRANCE,10/8/2025
11249,AW00011249,CINDY,PATEL,FEMALE,M,7/9/1966,DE,10/8/2025
11250,AW00011250,SHANNON,LIU,FEMALE,M,3/8/1966,UNITED KINGDOM,10/8/2025
11251,AW00011251,XAVIER,LONG,MALE,S,1/1/1938,CANADA,10/8/2025
11252,AW00011252,NICHOLAS,THOMPSON,MALE,S,12/5/1937,US,10/8/2025
11253,AW00011253,JOSÉ,HERNANDEZ,MALE,M,8/24/1949,CANADA,10/8/2025
11254,AW00011254,JOHNATHAN,VANCE,MALE,M,8/31/1938,US,10/8/2025
11255,AW00011255,COLIN,LIN,MALE,M,10/2/1938,US,10/8/2025
11256,AW00011256,KATELYN,HERNANDEZ,FEMALE,M,3/20/1939,US,10/8/2025
11257,AW00011257,JACQUELINE,POWELL,FEMALE,S,7/6/2050,US,10/8/2025
11258,AW00011258,XAVIER,HILL,MALE,M,12/26/1938,US,10/8/2025
11259,AW00011259,VICTORIA,STEWART,FEMALE,M,9/24/1970,US,10/8/2025
11260,AW00011260,KATELYN,KELLY,FEMALE,M,4/8/1976,US,10/8/2025
11261,AW00011261,STEPHANIE,COLLINS,FEMALE,M,10/22/1970,US,10/8/2025
11262,AW00011262,JENNIFER,SIMMONS,FEMALE,M,5/1/1975,CANADA,10/8/2025
11263,AW00011263,TRINITY,RICHARDSON,FEMALE,M,3/11/1970,US,10/8/2025
11264,AW00011264,EDUARDO,MARTIN,MALE,S,12/15/1969,US,10/8/2025
11265,AW00011265,ELIZABETH,JONES,FEMALE,M,1/10/1970,US,10/8/2025
11266,AW00011266,TAYLOR,HOWARD,FEMALE,S,11/2/1969,US,10/8/2025
11267,AW00011267,DAVID,DIAZ,MALE,S,9/29/1975,US,10/8/2025
11268,AW00011268,KATELYN,CARTER,FEMALE,M,10/31/1969,US,10/8/2025
11269,AW00011269,RYAN,FOSTER,MALE,M,10/10/1975,US,10/8/2025
11270,AW00011270,ROBERT,LEE,MALE,M,5/1/1975,US,10/8/2025
11271,AW00011271,DANIELLE,REED,FEMALE,S,12/3/1969,US,10/8/2025
11272,AW00011272,LAUREN,MARTINEZ,FEMALE,S,5/10/1962,US,10/8/2025
11273,AW00011273,NATHAN,LAL,MALE,M,3/31/1962,US,10/8/2025
11274,AW00011274,KYLE,FOSTER,MALE,M,10/10/1939,US,10/8/2025
11275,AW00011275,JENNY,RAI,FEMALE,M,7/18/1939,US,10/8/2025
11276,AW00011276,NANCY,CHAPMAN,FEMALE,M,9/15/1974,CANADA,10/8/2025
11277,AW00011277,CHARLES,JACKSON,MALE,M,12/7/1968,CANADA,10/8/2025
11278,AW00011278,JONATHAN,PHILLIPS,MALE,S,2/16/1969,US,10/8/2025
11279,AW00011279,AMANDA,COOK,FEMALE,M,9/8/1974,US,10/8/2025
11280,AW00011280,ROBERT,COLLINS,MALE,M,2/17/1969,US,10/8/2025
11281,AW00011281,MEGAN,BARNES,FEMALE,S,10/6/1974,US,10/8/2025
11282,AW00011282,CHRISTIAN,THOMAS,MALE,M,7/16/1967,US,10/8/2025
11283,AW00011283,ARTURO,LAL,MALE,M,4/24/1968,US,10/8/2025
11284,AW00011284,THERESA,SERRANO,FEMALE,M,9/24/1967,US,10/8/2025
11285,AW00011285,JEREMY,ANDERSON,MALE,M,3/15/1973,US,10/8/2025
11286,AW00011286,HUNTER,GRIFFIN,MALE,M,8/31/1967,US,10/8/2025
11287,AW00011287,HENRY,GARCIA,MALE,M,7/16/1966,CANADA,10/8/2025
11288,AW00011288,CINDY,SANCHEZ,FEMALE,M,3/12/1978,US,10/8/2025
11289,AW00011289,MARIA,CARTER,FEMALE,M,3/3/1972,US,10/8/2025
11290,AW00011290,KATELYN,SANCHEZ,FEMALE,M,8/14/1972,US,10/8/2025
11291,AW00011291,JENNA,WRIGHT,FEMALE,M,5/1/1972,US,10/8/2025
11292,AW00011292,SETH,PHILLIPS,MALE,S,5/5/1967,US,10/8/2025
11293,AW00011293,LUKE,LONG,MALE,S,11/23/1960,US,10/8/2025
11294,AW00011294,DALTON,CLARK,MALE,M,3/2/1961,US,10/8/2025
11295,AW00011295,TAYLOR,LEWIS,FEMALE,S,11/13/1959,US,10/8/2025
11296,AW00011296,HALEY,RICHARDSON,FEMALE,S,4/5/1941,US,10/8/2025
